ontology	GO_id	description
MF	GO:0050034	L-rhamnose 1-dehydrogenase activity
MF	GO:0050038	L-xylulose reductase (NADP+) activity
MF	GO:0050040	lactate 2-monooxygenase activity
MF	GO:0050043	lactate racemase activity
MF	GO:0050044	galactose-6-phosphate isomerase activity
MF	GO:0050045	laminaribiose phosphorylase activity
MF	GO:0050046	lathosterol oxidase activity
MF	GO:0050048	L-leucine:2-oxoglutarate aminotransferase activity
MF	GO:0050049	leucine dehydrogenase activity
MF	GO:0050053	levansucrase activity
MF	GO:0050054	lignostilbene alpha beta-dioxygenase activity
MF	GO:0050056	linalool 8-monooxygenase activity
MF	GO:0050058	linoleate isomerase activity
MF	GO:0050060	long-chain-alcohol dehydrogenase activity
MF	GO:0050061	long-chain-aldehyde dehydrogenase activity
MF	GO:0050062	long-chain-fatty-acyl-CoA reductase activity
MF	GO:0050066	lysine 2,3-aminomutase activity
MF	GO:0050067	lysine 2-monooxygenase activity
MF	GO:0050071	lysyltransferase activity
MF	GO:0050072	m7G(5')pppN diphosphatase activity
MF	GO:0050074	malate-CoA ligase activity
MF	GO:0050075	maleate hydratase activity
MF	GO:0050076	maleate isomerase activity
MF	GO:0050077	maleylpyruvate isomerase activity
MF	GO:0050080	malonyl-CoA decarboxylase activity
MF	GO:0050081	maltose-6'-phosphate glucosidase activity
MF	GO:0050082	maltose phosphorylase activity
MF	GO:0050083	malyl-CoA lyase activity
MF	GO:0050084	mannitol-1-phosphatase activity
MF	GO:0050085	mannitol 2-dehydrogenase (NADP+) activity
MF	GO:0050086	mannitol 2-dehydrogenase activity
MF	GO:0050087	mannitol dehydrogenase (cytochrome) activity
MF	GO:0050089	mannose isomerase activity
MF	GO:0050090	mannuronate reductase activity
MF	GO:0050093	methanol dehydrogenase activity
MF	GO:0050096	methylaspartate ammonia-lyase activity
MF	GO:0050097	methylaspartate mutase activity
MF	GO:0050099	methylglutamate dehydrogenase activity
MF	GO:0050100	methylitaconate delta-isomerase activity
MF	GO:0050101	mimosinase activity
MF	GO:0050102	cellodextrin phosphorylase activity
MF	GO:0050103	dextrin dextranase activity
MF	GO:0050104	L-gulonate 3-dehydrogenase activity
MF	GO:0050105	L-gulonolactone oxidase activity
MF	GO:0050107	monoterpenol O-acetyltransferase activity
MF	GO:0050109	morphine 6-dehydrogenase activity
MF	GO:0050110	mucinaminylserine mucinaminidase activity
MF	GO:0050111	mycocerosate synthase activity
MF	GO:0050112	inositol 2-dehydrogenase activity
MF	GO:0050113	inositol oxygenase activity
MF	GO:0050114	myo-inosose-2 dehydratase activity
MF	GO:0050115	myosin-light-chain-phosphatase activity
MF	GO:0050116	N,N-dimethylformamidase activity
MF	GO:0050118	N-acetyldiaminopimelate deacetylase activity
MF	GO:0050119	N-acetylglucosamine deacetylase activity
MF	GO:0050121	N-acylglucosamine 2-epimerase activity
MF	GO:0050123	N-acylmannosamine 1-dehydrogenase activity
MF	GO:0050124	N-acylneuraminate-9-phosphatase activity
MF	GO:0050126	N-carbamoylputrescine amidase activity
MF	GO:0050127	N-carbamoylsarcosine amidase activity
MF	GO:0050129	N-formylglutamate deformylase activity
MF	GO:0050131	N-methyl-L-amino-acid oxidase activity
MF	GO:0050132	N-methylalanine dehydrogenase activity
MF	GO:0050133	N6-hydroxylysine O-acetyltransferase activity
MF	GO:0050134	N6-methyl-lysine oxidase activity
MF	GO:0050135	NAD(P)+ nucleosidase activity
MF	GO:0050136	NADH dehydrogenase (quinone) activity
MF	GO:0050138	nicotinate dehydrogenase activity
MF	GO:0050140	nitrate reductase (cytochrome) activity
MF	GO:0050141	nitroethane oxidase activity
MF	GO:0050142	nitrogenase (flavodoxin) activity
MF	GO:0050144	nucleoside deoxyribosyltransferase activity
MF	GO:0050145	nucleoside monophosphate kinase activity
MF	GO:0050149	o-aminophenol oxidase activity
MF	GO:0050150	o-pyrocatechuate decarboxylase activity
MF	GO:0050151	oleate hydratase activity
MF	GO:0050152	omega-amidase activity
MF	GO:0050157	ornithine racemase activity
MF	GO:0050158	orotate reductase (NADPH) activity
MF	GO:0050162	oxalate oxidase activity
MF	GO:0050163	oxaloacetate tautomerase activity
MF	GO:0050164	oxoglutarate dehydrogenase (NADP+) activity
MF	GO:0050172	phenylalanine 2-monooxygenase activity
MF	GO:0050174	phenylalanine decarboxylase activity
MF	GO:0050175	phenylalanine dehydrogenase activity
MF	GO:0050176	phenylalanine N-acetyltransferase activity
MF	GO:0050177	phenylpyruvate decarboxylase activity
MF	GO:0050178	phenylpyruvate tautomerase activity
MF	GO:0050179	phenylserine aldolase activity
MF	GO:0050180	phloretin hydrolase activity
MF	GO:0050182	phosphate butyryltransferase activity
MF	GO:0050184	phosphatidylcholine desaturase activity
MF	GO:0050188	phosphoenolpyruvate mutase activity
MF	GO:0050189	phosphoenolpyruvate phosphatase activity
MF	GO:0050192	phosphoglycerate phosphatase activity
MF	GO:0050193	phosphoketolase activity
MF	GO:0050194	phosphonoacetaldehyde hydrolase activity
MF	GO:0050197	phytanate-CoA ligase activity
MF	GO:0050201	fucokinase activity
MF	GO:0050203	oxalate-CoA ligase activity
MF	GO:0050205	oxamate carbamoyltransferase activity
MF	GO:0050208	polysialic-acid O-acetyltransferase activity
MF	GO:0050210	prenyl-diphosphatase activity
MF	GO:0050211	procollagen galactosyltransferase activity
MF	GO:0050213	progesterone 5-alpha-reductase activity
MF	GO:0050215	propanediol dehydratase activity
MF	GO:0050216	propanediol-phosphate dehydrogenase activity
MF	GO:0050218	propionate-CoA ligase activity
MF	GO:0050220	prostaglandin-E synthase activity
MF	GO:0050221	prostaglandin-E2 9-reductase activity
MF	GO:0050223	protocatechuate decarboxylase activity
MF	GO:0050224	prunasin beta-glucosidase activity
MF	GO:0050225	pseudouridine kinase activity
MF	GO:0050228	pterin deaminase activity
MF	GO:0050231	putrescine carbamoyltransferase activity
MF	GO:0050232	putrescine oxidase activity
MF	GO:0050233	pyranose oxidase activity
MF	GO:0050234	pyrazolylalanine synthase activity
MF	GO:0050235	pyridoxal 4-dehydrogenase activity
MF	GO:0050236	pyridoxine:NADP 4-dehydrogenase activity
MF	GO:0050237	pyridoxine 4-oxidase activity
MF	GO:0050241	pyrroline-2-carboxylate reductase activity
MF	GO:0050242	pyruvate, phosphate dikinase activity
MF	GO:0050243	pyruvate dehydrogenase (NADP+) activity
MF	GO:0050255	ribitol 2-dehydrogenase activity
MF	GO:0050256	ribitol-5-phosphate 2-dehydrogenase activity
MF	GO:0050258	riboflavinase activity
MF	GO:0050262	ribosylnicotinamide kinase activity
MF	GO:0050263	ribosylpyrimidine nucleosidase activity
MF	GO:0050268	coniferyl-alcohol dehydrogenase activity
MF	GO:0050269	coniferyl-aldehyde dehydrogenase activity
MF	GO:0050270	S-adenosylhomocysteine deaminase activity
MF	GO:0050272	S-carboxymethylcysteine synthase activity
MF	GO:0050277	sedoheptulokinase activity
MF	GO:0050278	sedoheptulose-bisphosphatase activity
MF	GO:0050279	sepiapterin deaminase activity
MF	GO:0050281	serine-glyoxylate transaminase activity
MF	GO:0050286	sorbitol-6-phosphatase activity
MF	GO:0050287	sorbose 5-dehydrogenase (NADP+) activity
MF	GO:0050289	spermidine dehydrogenase activity
MF	GO:0050290	sphingomyelin phosphodiesterase D activity
MF	GO:0050292	steroid 9-alpha-monooxygenase activity
MF	GO:0050294	steroid sulfotransferase activity
MF	GO:0050295	steryl-beta-glucosidase activity
MF	GO:0050297	stizolobate synthase activity
MF	GO:0050299	streptomycin 3''-kinase activity
MF	GO:0050300	aminoglycoside 6-kinase activity
MF	GO:0050301	streptomycin-6-phosphatase activity
MF	GO:0050302	indole-3-acetaldehyde oxidase activity
MF	GO:0050303	lysine 6-dehydrogenase activity
MF	GO:0050304	nitrous-oxide reductase activity
MF	GO:0050307	sucrose-phosphate phosphatase activity
MF	GO:0050308	sugar-phosphatase activity
MF	GO:0050309	sugar-terminal-phosphatase activity
MF	GO:0050310	sulfite dehydrogenase activity
MF	GO:0050311	sulfite reductase (ferredoxin) activity
MF	GO:0050313	sulfur dioxygenase activity
MF	GO:0050314	sym-norspermidine synthase activity
MF	GO:0050317	tagatose kinase activity
MF	GO:0050318	tannase activity
MF	GO:0050319	tartrate decarboxylase activity
MF	GO:0050322	taurine-2-oxoglutarate transaminase activity
MF	GO:0050323	taurine dehydrogenase activity
MF	GO:0050332	thiamine pyridinylase activity
MF	GO:0050333	thiamin-triphosphatase activity
MF	GO:0050334	thiaminase activity
MF	GO:0050338	thiosulfate dehydrogenase activity
MF	GO:0050340	thymidylate 5'-phosphatase activity
MF	GO:0050341	thymine dioxygenase activity
MF	GO:0050342	tocopherol O-methyltransferase activity
MF	GO:0050343	trans-2-enoyl-CoA reductase (NAD+) activity
MF	GO:0050346	trans-L-3-hydroxyproline dehydratase activity
MF	GO:0050347	trans-octaprenyltranstransferase activity
MF	GO:0050348	trehalose O-mycolyltransferase activity
MF	GO:0050352	trimethylamine-oxide aldolase activity
MF	GO:0050353	trimethyllysine dioxygenase activity
MF	GO:0050354	triokinase activity
MF	GO:0050355	triphosphatase activity
MF	GO:0050356	tropine dehydrogenase activity
MF	GO:0050357	tropinesterase activity
MF	GO:0050358	tropinone reductase activity
MF	GO:0050361	tryptophan 2-monooxygenase activity
MF	GO:0050362	L-tryptophan:2-oxoglutarate aminotransferase activity
MF	GO:0050363	tryptophan dehydrogenase activity
MF	GO:0050366	tyramine N-feruloyltransferase activity
MF	GO:0050368	tyrosine 2,3-aminomutase activity
MF	GO:0050371	tyrosine phenol-lyase activity
MF	GO:0050373	UDP-arabinose 4-epimerase activity
MF	GO:0050374	UDP-galacturonate decarboxylase activity
MF	GO:0050377	UDP-glucose 4,6-dehydratase activity
MF	GO:0050378	UDP-glucuronate 4-epimerase activity
MF	GO:0050379	UDP-glucuronate 5'-epimerase activity
MF	GO:0050380	undecaprenyl-diphosphatase activity
MF	GO:0050385	ureidoglycolate lyase activity
MF	GO:0050387	urethanase activity
MF	GO:0050388	uronate dehydrogenase activity
MF	GO:0050391	valine dehydrogenase (NADP) activity
MF	GO:0050393	vinylacetyl-CoA delta-isomerase activity
MF	GO:0050394	viomycin kinase activity
MF	GO:0050401	xylonate dehydratase activity
MF	GO:0050402	xylono-1,4-lactonase activity
MF	GO:0050406	[acetyl-CoA carboxylase]-phosphatase activity
MF	GO:0050407	[glycogen-synthase-D] phosphatase activity
MF	GO:0050409	indolylacetylinositol arabinosyltransferase activity
MF	GO:0050415	formimidoylglutamase activity
MF	GO:0050416	formimidoylglutamate deiminase activity
MF	GO:0050417	glutamin-(asparagin-)ase activity
MF	GO:0050418	hydroxylamine reductase activity
MF	GO:0050421	nitrite reductase (NO-forming) activity
MF	GO:0050437	(-)-endo-fenchol synthase activity
MF	GO:0050439	2-hydroxy-3-oxoadipate synthase activity
MF	GO:0050440	2-methylcitrate synthase activity
MF	GO:0050446	azobenzene reductase activity
MF	GO:0050450	citrate (Re)-synthase activity
MF	GO:0050451	CoA-disulfide reductase activity
MF	GO:0050452	CoA-glutathione reductase activity
MF	GO:0050454	coenzyme F420 hydrogenase activity
MF	GO:0050456	cystine reductase activity
MF	GO:0050459	ethanolamine-phosphate phospho-lyase activity
MF	GO:0050461	L-mimosine synthase activity
MF	GO:0050462	N-acetylneuraminate synthase activity
MF	GO:0050463	nitrate reductase [NAD(P)H] activity
MF	GO:0050464	nitrate reductase (NADPH) activity
MF	GO:0050467	pentalenene synthase activity
MF	GO:0050468	reticuline oxidase activity
MF	GO:0050470	trimethylamine dehydrogenase activity
MF	GO:0050473	arachidonate 15-lipoxygenase activity
MF	GO:0050477	acyl-lysine deacylase activity
MF	GO:0050479	glyceryl-ether monooxygenase activity
MF	GO:0050480	imidazolonepropionase activity
MF	GO:0050483	IMP 5'-nucleotidase activity
MF	GO:0050484	GMP 5'-nucleotidase activity
MF	GO:0050485	oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond, with a disulfide as acceptor
MF	GO:0050486	intramolecular transferase activity, transferring hydroxy groups
MF	GO:0050487	sulfoacetaldehyde acetyltransferase activity
MF	GO:0050490	1,4-lactonase activity
MF	GO:0050492	glycerol-1-phosphate dehydrogenase [NAD(P)+] activity
MF	GO:0050497	transferase activity, transferring alkylthio groups
MF	GO:0050498	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, with 2-oxoglutarate as one donor, and the other dehydrogenated
MF	GO:0050499	oxidoreductase activity, acting on phosphorus or arsenic in donors, with NAD(P)+ as acceptor
MF	GO:0050500	1,3-beta-galactosyl-N-acetylhexosamine phosphorylase activity
MF	GO:0050501	hyaluronan synthase activity
MF	GO:0050503	trehalose 6-phosphate phosphorylase activity
MF	GO:0050504	mannosyl-3-phosphoglycerate synthase activity
MF	GO:0050510	N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase activity
MF	GO:0050511	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase activity
MF	GO:0050514	homospermidine synthase (spermidine-specific) activity
MF	GO:0050515	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity
MF	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
MF	GO:0050519	holo-citrate lyase synthase activity
MF	GO:0050520	phosphatidylcholine synthase activity
MF	GO:0050521	alpha-glucan, water dikinase activity
MF	GO:0050524	coenzyme-B sulfoethylthiotransferase activity
MF	GO:0050525	cutinase activity
MF	GO:0050526	poly(3-hydroxybutyrate) depolymerase activity
MF	GO:0050527	poly(3-hydroxyoctanoate) depolymerase activity
MF	GO:0050528	acyloxyacyl hydrolase activity
MF	GO:0050529	polyneuridine-aldehyde esterase activity
MF	GO:0050530	glucosylglycerol 3-phosphatase activity
MF	GO:0050531	mannosyl-3-phosphoglycerate phosphatase activity
MF	GO:0050532	2-phosphosulfolactate phosphatase activity
MF	GO:0050537	mandelamide amidase activity
MF	GO:0050538	N-carbamoyl-L-amino-acid hydrolase activity
MF	GO:0050539	maleimide hydrolase activity
MF	GO:0050540	2-aminomuconate deaminase activity
MF	GO:0050545	sulfopyruvate decarboxylase activity
MF	GO:0050547	vanillin synthase activity
MF	GO:0050548	trans-feruloyl-CoA hydratase activity
MF	GO:0050549	cyclohexyl-isocyanide hydratase activity
MF	GO:0050555	2-hydroxypropyl-CoM lyase activity
MF	GO:0050557	deacetylipecoside synthase activity
MF	GO:0050558	maltose epimerase activity
MF	GO:0050559	copalyl diphosphate synthase activity
MF	GO:0050560	aspartate-tRNA(Asn) ligase activity
MF	GO:0050561	glutamate-tRNA(Gln) ligase activity
MF	GO:0050563	trans-feruloyl-CoA synthase activity
MF	GO:0050564	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase activity
MF	GO:0050565	aerobactin synthase activity
MF	GO:0050566	asparaginyl-tRNA synthase (glutamine-hydrolyzing) activity
MF	GO:0050567	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity
MF	GO:0050568	protein-glutamine glutaminase activity
MF	GO:0050569	glycolaldehyde dehydrogenase activity
MF	GO:0050570	4-hydroxythreonine-4-phosphate dehydrogenase activity
MF	GO:0050572	L-idonate 5-dehydrogenase activity
MF	GO:0050573	dTDP-4-dehydro-6-deoxyglucose reductase activity
MF	GO:0050574	2-(R)-hydroxypropyl-CoM dehydrogenase activity
MF	GO:0050575	2-(S)-hydroxypropyl-CoM dehydrogenase activity
MF	GO:0050577	GDP-L-fucose synthase activity
MF	GO:0050578	(R)-2-hydroxyacid dehydrogenase activity
MF	GO:0050580	2,5-didehydrogluconate reductase activity
MF	GO:0050581	D-mannitol oxidase activity
MF	GO:0050582	xylitol oxidase activity
MF	GO:0050583	hydrogen dehydrogenase (NADP+) activity
MF	GO:0050585	4-hydroxymandelate synthase activity
MF	GO:0050586	3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase activity
MF	GO:0050587	chlorite O2-lyase activity
MF	GO:0050589	leucocyanidin oxygenase activity
MF	GO:0050598	taxane 13-alpha-hydroxylase activity
MF	GO:0050599	deacetoxycephalosporin-C synthase activity
MF	GO:0050605	superoxide reductase activity
MF	GO:0050606	4-carboxy-2-hydroxymuconate semialdehyde hemiacetal dehydrogenase activity
MF	GO:0050607	mycothiol-dependent formaldehyde dehydrogenase activity
MF	GO:0050608	vanillin dehydrogenase activity
MF	GO:0050609	phosphonate dehydrogenase activity
MF	GO:0050610	methylarsonate reductase activity
MF	GO:0050611	arsenate reductase (azurin) activity
MF	GO:0050612	arsenate reductase (donor) activity
MF	GO:0050613	delta14-sterol reductase activity
MF	GO:0050614	delta24-sterol reductase activity
MF	GO:0050617	15,16-dihydrobiliverdin:ferredoxin oxidoreductase activity
MF	GO:0050618	phycoerythrobilin:ferredoxin oxidoreductase activity
MF	GO:0050620	phycocyanobilin:ferredoxin oxidoreductase activity
MF	GO:0050622	glycine dehydrogenase (cyanide-forming) activity
MF	GO:0050624	vomilenine reductase activity
MF	GO:0050625	2-hydroxy-1,4-benzoquinone reductase activity
MF	GO:0050626	trimethylamine-N-oxide reductase (cytochrome c) activity
MF	GO:0050627	mycothione reductase activity
MF	GO:0050628	2-oxopropyl-CoM reductase (carboxylating) activity
MF	GO:0050629	tetrachloroethene reductive dehalogenase activity
MF	GO:0050630	(iso)eugenol O-methyltransferase activity
MF	GO:0050633	acetyl-CoA C-myristoyltransferase activity
MF	GO:0050634	phloroisovalerophenone synthase activity
MF	GO:0050636	vinorine synthase activity
MF	GO:0050637	lovastatin nonaketide synthase activity
MF	GO:0050640	isopenicillin-N N-acyltransferase activity
MF	GO:0050641	6-methylsalicylic acid synthase activity
MF	GO:0050649	testosterone 6-beta-hydroxylase activity
MF	GO:0050656	3'-phosphoadenosine 5'-phosphosulfate binding
MF	GO:0050660	flavin adenine dinucleotide binding
MF	GO:0050661	NADP binding
MF	GO:0050662	coenzyme binding
MF	GO:0050664	oxidoreductase activity, acting on NAD(P)H, oxygen as acceptor
MF	GO:0050694	galactose 3-O-sulfotransferase activity
MF	GO:0050695	benzoylformate decarboxylase activity
MF	GO:0050697	1,1,2-trichloroethene reductive dehalogenase activity
MF	GO:0050734	hydroxycinnamoyltransferase activity
MF	GO:0050737	O-hydroxycinnamoyltransferase activity
MF	GO:0050738	fructosyltransferase activity
MF	GO:0050781	ortho-trichlorophenol reductive dehalogenase activity
MF	GO:0050797	thymidylate synthase (FAD) activity
MF	GO:0050825	ice binding
MF	GO:0050833	pyruvate transmembrane transporter activity
MF	GO:0050839	cell adhesion molecule binding
MF	GO:0050840	extracellular matrix binding
MF	GO:0050897	cobalt ion binding
MF	GO:0050997	quaternary ammonium group binding
MF	GO:0051002	ligase activity, forming nitrogen-metal bonds
MF	GO:0051003	ligase activity, forming nitrogen-metal bonds, forming coordination complexes
MF	GO:0051007	squalene-hopene cyclase activity
MF	GO:0051015	actin filament binding
MF	GO:0051018	protein kinase A binding
MF	GO:0051020	GTPase binding
MF	GO:0051060	pullulanase activity
MF	GO:0051063	CDP reductase activity
MF	GO:0051065	CTP reductase activity
MF	GO:0051073	adenosylcobinamide-GDP ribazoletransferase activity
MF	GO:0051075	S-adenosylmethionine:tRNA ribosyltransferase-isomerase activity
MF	GO:0051082	unfolded protein binding
MF	GO:0051087	chaperone binding
MF	GO:0051108	carnitine-CoA ligase activity
